cystic fibrosis	Rothia mucilaginosa	20
psoriasis	Bacillus infantis	20
Alzheimers disease	Streptomyces aureus	20
colitis	Lactobacillus reuteri	20
cystic fibrosis	Staphylococcus aureus	20
irritable bowel syndrome	Faecalibacterium	20
mastitis	Streptomyces aureus	20
dental caries	Streptococcus mutans	20
pneumonia	Rhodococcus equi	20
diarrhea	Bifidobacterium	20
cancer	Helicobacter hepaticus	19
diarrhea	Lactobacillus rhamnosus GG	19
ulcerative colitis	Peptoclostridium difficile	19
commensal Escherichia coli infectious disease	Escherichia coli	19
bacterial vaginosis	Gardnerella vaginalis	19
tuberculosis	Staphylococcus aureus	19
colitis	Clostridia	19
cancer	Helicobacter	18
peritonitis	Escherichia coli	18
lymphocytic choriomeningitis	Peptoclostridium difficile	18
irritable bowel syndrome	Helicobacter hepaticus	18
cancer	Bacteroides fragilis	18
gastroenteritis	Salmonella enterica subsp. enterica serovar Typhimurium	18
gastric ulcer	Helicobacter pylori	18
atopic dermatitis	Lactobacillus rhamnosus	18
Clostridium difficile colitis	Peptoclostridium difficile	18
pneumonia	Acinetobacter baumannii	18
endocarditis	Streptomyces aureus	18
hypersensitivity reaction type I disease	Helicobacter pylori	18
tuberculosis	Pseudomonas aeruginosa	18
colorectal cancer	Escherichia coli	17
atherosclerosis	Porphyromonas gingivalis	17
cystic fibrosis	Haemophilus influenzae	17
obesity	Actinobacteria	17
asthma	Proteobacteria	17
irritable bowel syndrome	Helicobacter	17
ulcerative colitis	Faecalibacterium prausnitzii	17
stomach carcinoma	Helicobacter pylori	17
periodontal disease	Tannerella forsythia	17
gastritis	Helicobacter	17
dysbaric osteonecrosis	Escherichia coli	17
diarrhea	Lactobacillus casei	17
tuberculosis	Yersinia pestis	17
colitis	Citrobacter	17
colitis	Escherichia faecalis	17
stomach cancer	Helicobacter pylori	17
cystic fibrosis	Burkholderia cepacia	17
spotted fever	spotted fever group	17
diarrhea	Bifidobacterium animalis subsp. lactis	16
enterotoxemia	Clostridium perfringens	16
periodontitis	Methanobrevibacter oralis	16
atherosclerosis	Helicobacter cinaedi	16
irritable bowel syndrome	Salmonella	16
melioidosis	Burkholderia pseudomallei	16
obesity	Peptoclostridium difficile	16
irritable bowel syndrome	Lactococcus lactis	16
influenza	Helicobacter pylori	16
asthma	Lactobacillus	16
influenza	Streptococcus pneumoniae	16
endocarditis	Escherichia faecalis	16
MALT lymphoma	Helicobacter pylori	16
diabetes mellitus	Helicobacter pylori	16
paratuberculosis	Escherichia coli	16
bacterial vaginosis	Prevotella	15
dermatitis	Lactobacillus casei	15
obesity	Escherichia coli	15
dermatitis	Lactobacillus rhamnosus GG	15
Alzheimers disease	Bacteroidia	15
malaria	Asaia	15
inflammatory bowel disease	Faecalibacterium prausnitzii	15
congenital bile acid synthesis defect	Lactobacillus paracasei	15
pneumonia	Streptococcus pneumoniae	15
dengue shock syndrome	Lactobacillus reuteri	15
cutaneous mastocytosis	Lactobacillus reuteri	15
chronic obstructive pulmonary disease	Pseudomonas	15
gastroenteritis	Listeria monocytogenes	15
duodenal ulcer	Helicobacter pylori	15
chronic obstructive pulmonary disease	Firmicutes	15
cancer	Prevotella	15
diarrhea	Bacillus	15
dysbaric osteonecrosis	Salmonella	15
irritable bowel syndrome	Fusobacterium	15
celiac disease	Escherichia coli	15
arthritis	Prevotella copri	15
diarrhea	Bacteroidia	15
renal cell carcinoma	Archaea	15
esophagitis	Helicobacter pylori	15
Salmonella gastroenteritis	Salmonella	15
botulism	Clostridium botulinum	15
cystic fibrosis	Escherichia coli	14
bubonic plague	Yersinia pestis	14
cancer	Lactobacillus	14
Klebsiella pneumonia	Pseudomonas aeruginosa	14
dermatitis	Streptomyces aureus	14
acute interstitial pneumonia	Streptomyces aureus	14
aortic valve stenosis	Klebsiella	14
dermatitis	Peptoclostridium difficile	14
influenza	Mycoplasma pneumoniae	14
diarrhea	Enterococcus	14
obesity	Erysipelatoclostridium ramosum	14
syndrome	Firmicutes	14
Chediak-Higashi syndrome	Lactobacillus casei	14
irritable bowel syndrome	Lactobacillus acidophilus	14
Alzheimers disease	Lactobacillus rhamnosus	14
obesity	Lactobacillus plantarum	14
cutaneous mastocytosis	Lactobacillus gasseri	14
Lyme disease	Borrelia burgdorferi	14
diarrhea	Bacteroides	14
irritable bowel syndrome	Lachnospiraceae	14
cystic fibrosis	Veillonella	13
obesity	Faecalibacterium prausnitzii	13
irritable bowel syndrome	Enterococcus	13
tuberculosis	Mycobacterium leprae	13
asthma	Bacteroidia	13
primary cutaneous amyloidosis	Escherichia coli	13
irritable bowel syndrome	Sutterella wadsworthensis	13
primary cutaneous amyloidosis	Firmicutes	13
dengue shock syndrome	Enterobacteriaceae	13
cancer	Streptococcus	13
Alzheimers disease	Clostridium	13
obesity	Archaea	13
metabolic syndrome X	Helicobacter pylori	13
cancer	Bacteroidia	13
dengue shock syndrome	Citrobacter rodentium	13
colitis	Streptococcus mutans	13
cancer	Lactobacillus reuteri	13
asthma	Bacteroides fragilis	13
rhinitis	Lactobacillus casei	13
anemia	Helicobacter pylori	13
endocarditis	Lactobacillus	13
dermatitis	Lactobacillus reuteri	13
periodontal disease	Prevotella	13
tuberculosis	Streptococcus pneumoniae	13
tuberculosis	Streptomyces aureus	13
obesity	Bacteroides uniformis	13
colon cancer	Bacteroides fragilis	13
diarrhea	Firmicutes	12
obesity	Clostridium	12
dermatitis	Escherichia coli	12
diarrhea	Citrobacter rodentium	12
influenza	Streptococcus	12
dermatitis	Staphylococcus aureus	12
irritable bowel syndrome	Campylobacter jejuni	12
irritable bowel syndrome	Bacteroides vulgatus	12
syndrome	Bacteroidia	12
meningitis	Haemophilus influenzae	12
malaria	Escherichia coli	12
periodontitis	Fusobacterium nucleatum	12
neutropenia	Pseudomonas aeruginosa	12
inflammatory bowel disease	Lactobacillus	12
syndrome	Campylobacter jejuni	12
rhinitis	Lactobacillus paracasei	12
diphtheria	Corynebacterium	12
periodontal disease	Aggregatibacter actinomycetemcomitans	12
syndrome	Bacillus infantis	12
brucellosis	Brucella	12
paratuberculosis	Peptoclostridium difficile	12
pertussis	Haemophilus influenzae	12
Alzheimers disease	Firmicutes	12
endocarditis	Enterococcus	12
autistic disorder	Clostridium	12
dermatitis	Enterobacteriaceae	12
pneumonia	Haemophilus influenzae	12
irritable bowel syndrome	Clostridia	12
diarrhea	Streptococcus	12
shigellosis	Shigella	12
cancer	Firmicutes	12
dysentery	Shigella	12
pneumonia	Mycoplasma	12
irritable bowel syndrome	Prevotella	12
syndrome	Clostridium	12
congenital bile acid synthesis defect	Salmonella	12
periodontal disease	Fusobacterium	12
periodontitis	Prevotella intermedia	12
hepatitis	Helicobacter hepaticus	12
periodontal disease	Treponema denticola	12
gastroesophageal reflux disease	Helicobacter pylori	12
diarrhea	Streptococcus thermophilus	12
periodontitis	Porphyromonas	12
hypersensitivity reaction type I disease	Lactobacillus acidophilus	11
dengue shock syndrome	Bacillus infantis	11
colitis	Lactobacillus rhamnosus	11
osteomyelitis	Streptomyces aureus	11
obesity	Enterobacter cloacae	11
hypersensitivity reaction type I disease	Streptomyces aureus	11
cancer	Bifidobacterium	11
asthma	Bifidobacterium breve	11
cystic fibrosis	Prevotella	11
appendicitis	Fusobacterium	11
ulcerative colitis	Firmicutes	11
pneumonia	Proteus mirabilis	11
colitis	Lactobacillus casei	11
cystic fibrosis	Proteobacteria	11
diarrhea	Escherichia faecalis	11
dental caries	Lactobacillus	11
hypersensitivity reaction type I disease	Lactobacillus rhamnosus	11
primary cutaneous amyloidosis	Bacteroides	11
bacterial vaginosis	Mobiluncus	11
irritable bowel syndrome	Streptococcus	11
constipation	Lactobacillus	11
periodontitis	Prevotella	11
tuberculosis	Vibrio cholerae	11
asthma	Bacteroides	11
dysentery	Brachyspira hyodysenteriae	11
asthma	Haemophilus	11
cholera	Salmonella	11
cancer	Lactobacillus casei	11
influenza	Pseudomonas aeruginosa	11
dengue shock syndrome	Bacteroides	11
allergic rhinitis	Lactobacillus paracasei	11
diarrhea	Citrobacter freundii	11
tetanus	Haemophilus influenzae	11
cystic fibrosis	Burkholderia cepacia complex	11
diarrhea	Escherichia	10
obesity	Akkermansia	10
pneumonia	Klebsiella oxytoca	10
endocarditis	Enterococcus faecium	10
cystic fibrosis	Burkholderia cenocepacia	10
dermatitis	Helicobacter pylori	10
colitis	Campylobacter	10
celiac disease	Bacteroides	10
malaria	Enterobacter	10
diphtheria	Escherichia coli	10
cancer	Epilithonimonas lactis	10
irritable bowel syndrome	Fusobacteriia	10
cancer	Salmonella	10
diarrhea	Brachyspira	10
allergic rhinitis	Lactobacillus casei	10
dysentery	Escherichia coli	10
breast cancer	Lactobacillus reuteri	10
dengue shock syndrome	Faecalibacterium prausnitzii	10
periodontitis	Archaea	10
shigellosis	Shigella flexneri	10
colitis	Bifidobacterium bifidum	10
leprosy	Mycobacterium leprae	10
tuberculosis	Mangrovibacterium marinum	10
rheumatoid arthritis	Prevotella copri	10
hypersensitivity reaction type I disease	Lactococcus lactis	10
Alzheimers disease	Lactobacillus	10
cystic fibrosis	Bdellovibrio bacteriovorus	10
hepatitis A	Helicobacter pylori	10
dengue shock syndrome	Trichodesmium spiralis	10
colitis	Helicobacter typhlonius	10
hyperemesis gravidarum	Helicobacter pylori	10
obesity	Bifidobacterium animalis	10
ulcerative colitis	Bifidobacterium	10
pneumonic plague	Yersinia pestis	10
cancer	Propionibacterium freudenreichii	10
constipation	Bifidobacterium	10
colitis	Enterococcus faecalis	10
diarrhea	Proteobacteria	10
tuberculosis	Klebsiella pneumoniae	10
colon cancer	Bacteroides	10
cystic fibrosis	Faecalibacterium prausnitzii	9
Alzheimers disease	Lactobacillus acidophilus	9
ulcerative colitis	Bacillus infantis	9
pertussis	Bordetella bronchiseptica	9
diarrhea	Plesiomonas shigelloides	9
bacterial vaginosis	Gardnerella	9
asthma	Firmicutes	9
dermatitis	Lactobacillus paracasei	9
cancer	Faecalibacterium prausnitzii	9
cancer	Fusobacterium nucleatum	9
hypersensitivity reaction type I disease	Escherichia coli	9
aortic valve stenosis	Escherichia coli	9
obesity	Proteobacteria	9
irritable bowel syndrome	Roseburia	9
influenza	Staphylococcus aureus	9
arthritis	Candidatus Arthromitus sp. SFB-mouse	9
hypersensitivity reaction type I disease	Lactobacillus paracasei	9
tuberculosis	Pseudomonas	9
atopic dermatitis	Streptomyces aureus	9
sudden infant death syndrome	Escherichia coli	9
obesity	Lactobacillus gasseri	9
inflammatory bowel disease	Bacteroidia	9
cystic fibrosis	Burkholderia	9
tuberculosis	Mycobacterium	9
stomach disease	Helicobacter pylori	9
atopic dermatitis	Staphylococcus aureus	9
dermatitis	Bifidobacterium animalis subsp. lactis	9
kidney failure	Escherichia coli	9
diarrhea	Salmonella enterica	9
dysentery	Shigella flexneri	9
obesity	Prevotellaceae	9
obesity	Streptomyces aureus	9
pneumonia	Haemophilus	9
viral infectious disease	Helicobacter pylori	9
colitis	Prevotella	9
colitis	Candidatus Treponema suis	9
cystic fibrosis	Staphylococcus	9
group B streptococcal pneumonia	Escherichia coli	9
pertussis	Bordetella parapertussis	9
cystic fibrosis	Rothia	9
Klebsiella pneumonia	Proteus mirabilis	9
Alzheimers disease	Bifidobacterium	9
peptic esophagitis	Helicobacter pylori	9
cancer	Streptococcus mitis	9
trachoma	Chlamydia trachomatis	9
inflammatory bowel disease	Helicobacter pylori	9
diarrhea	Faecalibacterium	9
asthma	Lactobacillus rhamnosus	9
inflammatory bowel disease	Clostridium	9
atopic dermatitis	Lactobacillus rhamnosus GG	9
irritable bowel syndrome	Clostridiales	9
cholera	Vibrio	9
ulcerative colitis	Bacteroidia	9
irritable bowel syndrome	Akkermansia muciniphila	9
tuberculosis	Salmonella enterica	9
periodontitis	Treponema	9
toxic shock syndrome	Streptomyces aureus	9
colitis	Faecalibacterium	9
carcinoma	Fusobacterium	9
Klebsiella pneumonia	Staphylococcus aureus	9
tuberculosis	Mycobacterium smegmatis	8
cancer	Clostridium	8
pneumonia	Helicobacter pylori	8
diarrhea	Enterobacteriaceae	8
pneumonia	Staphylococcus	8
acute diarrhea	Escherichia coli	8
paratuberculosis	Mycobacterium smegmatis	8
pneumonia	Pasteurella multocida	8
cancer	unidentified plasmid	8
adenoma	Escherichia coli	8
irritable bowel syndrome	Escherichia	8
meningitis	Streptococcus pneumoniae	8
irritable bowel syndrome	Lactobacillus casei	8
cancer	Enterococcus	8
gastroenteritis	Peptoclostridium difficile	8
irritable bowel syndrome	[Ruminococcus] gnavus	8
malaria	Pseudomonas	8
carcinoma	Helicobacter hepaticus	8
cystic fibrosis	Agathobacter rectalis	8
meningitis	Listeria monocytogenes	8
periodontitis	Campylobacter concisus	8
asthma	Haemophilus influenzae	8
arthritis	Borrelia burgdorferi	8
cystic fibrosis	Peptoclostridium difficile	8
colon cancer	Helicobacter pylori	8
pneumonia	Pseudomonas	8
chronic obstructive pulmonary disease	Bacteroidia	8
arthritis	Lactobacillus casei	8
tonsillitis	Fusobacterium necrophorum	8
periodontal disease	Treponema	8
periodontal disease	Fusobacterium nucleatum	8
colitis	Clostridiales	8
dengue shock syndrome	Lactobacillus	8
chronic obstructive pulmonary disease	Moraxella catarrhalis	8
diarrhea	Bacteroides fragilis	8
obesity	Staphylococcus aureus	8
periodontal disease	Prevotella intermedia	8
colitis	Parabacteroides distasonis	8
cholera	Peptoclostridium difficile	8
diabetes mellitus	Firmicutes	8
intestinal disease	Campylobacter concisus	8
hypersensitivity reaction type I disease	Clostridium	8
inflammatory bowel disease	Proteobacteria	8
scabies	Staphylococcus	8
dermatitis	Enterococcus	8
dermatitis	Lactobacillus fermentum	8
primary cutaneous amyloidosis	Aminicenantes	8
colitis	Clostridium perfringens	8
diarrhea	Lactobacillus paracasei	8
influenza	Haemophilus influenzae	8
pneumonia	Enterococcus faecalis	8
periodontitis	Fusobacterium	8
syndrome	Lactobacillus reuteri	8
papilloma	Helicobacter pylori	8
bacterial vaginosis	Atopobium vaginae	8
irritable bowel syndrome	Blautia coccoides	8
colitis	Klebsiella pneumoniae	8
hypersensitivity reaction type I disease	Lactobacillus rhamnosus GG	8
carcinoma	Escherichia coli	8
ulcerative colitis	Lactobacillus	8
irritable bowel syndrome	Bdellovibrio bacteriovorus	8
mycosis fungoides	Bilophila wadsworthia	8
colitis	Lactobacillus paracasei	8
inflammatory bowel disease	Bifidobacterium	8
ischemia	Pseudomonas	8
celiac disease	Bacteroides vulgatus	8
dermatitis	Lactobacillus acidophilus	8
irritable bowel syndrome	[Ruminococcus] torques	8
colitis	Bifidobacterium breve	8
diarrhea	Lactobacillus plantarum	7
pneumonia	Klebsiella	7
constipation	Helicobacter pylori	7
colitis	Porphyromonadaceae	7
pneumonia	Enterococcus faecium	7
colitis	Lactobacillus fermentum	7
periodontal disease	Archaea	7
diarrhea	Salmonella enterica subsp. enterica serovar Typhimurium	7
cancer	Helicobacter bilis	7
meningitis	Elizabethkingia meningoseptica	7
pneumonia	Enterobacteriaceae	7
IgA glomerulonephritis	Haemophilus parainfluenzae	7
hypersensitivity reaction type I disease	Peptoclostridium difficile	7
diarrhea	Listeria monocytogenes	7
kidney disease	Haemophilus parainfluenzae	7
meningitis	Neisseria meningitidis	7
celiac disease	Helicobacter pylori	7
colitis	Streptococcus	7
colitis	Proteus mirabilis	7
pancreatic cancer	Helicobacter pylori	7
tuberculosis	Legionella pneumophila	7
pneumonia	Chlamydia	7
inflammatory bowel disease	Firmicutes	7
irritable bowel syndrome	Erysipelotrichaceae	7
asthma	Peptoclostridium difficile	7
ileitis	Campylobacter jejuni	7
colitis	Blautia coccoides	7
gingivitis	Prevotella	7
spotted fever	Rickettsia	7
dengue shock syndrome	Bifidobacterium bifidum	7
colitis	Shigella	7
ulcerative colitis	Clostridium	7
dengue shock syndrome	Prevotella copri	7
pneumonia	Streptococcus oralis	7
ulcerative colitis	Helicobacter pylori	7
pertussis	Escherichia coli	7
syndrome	Streptomyces aureus	7
pneumonia	Neisseria	7
cancer	Bifidobacterium longum	7
inflammatory bowel disease	Enterobacteriaceae	7
Alzheimers disease	Prevotella	7
obesity	Prevotella	7
ulcerative colitis	Enterobacteriaceae	7
irritable bowel syndrome	Klebsiella	7
chronic obstructive pulmonary disease	Lactobacillus	7
noma	Fusobacterium necrophorum	7
cystic fibrosis	Streptococcus oralis	7
syndrome	Staphylococcus aureus	7
ulcerative colitis	Campylobacter jejuni	7
pertussis	Neisseria meningitidis	7
cholera	Bacteroides	7
shigellosis	Shigella dysenteriae	7
periodontitis	Prevotella nigrescens	7
diphtheria	Haemophilus influenzae	7
gastroenteritis	Lactobacillus	7
cystic fibrosis	Streptococcus milleri	7
irritable bowel syndrome	Escherichia faecalis	7
diarrhea	Bacillus subtilis	7
colorectal cancer	Faecalibacterium prausnitzii	7
cancer	Lachnospiraceae	7
pancreatitis	Helicobacter pylori	7
atherosclerosis	Chlamydia pneumoniae	7
chancroid	[Haemophilus] ducreyi	7
asthma	[Clostridium] leptum	7
endocarditis	Lactobacillus rhamnosus	7
noma	Prevotella	7
Alzheimers disease	Staphylococcus	7
colitis	Actinobacteria	7
arthritis	Porphyromonas gingivalis	7
cancer	Veillonella	7
chronic fatigue syndrome	Lactobacillus paracasei	7
chronic obstructive pulmonary disease	Prevotella	7
diabetes mellitus	Bacteroidia	7
meningitis	Streptococcus	7
diarrhea	Lachnospiraceae	7
mastitis	Streptococcus uberis	7
obesity	Lactobacillus paracasei	7
hepatitis B	Helicobacter pylori	7
asthma	Bifidobacterium	7
colitis	Akkermansia muciniphila	7
metabolic syndrome X	Firmicutes	7
intestinal disease	Pseudomonas aeruginosa	7
syndrome	Salmonella	7
chronic obstructive pulmonary disease	Neisseria	7
pneumonia	Enterobacter cloacae	7
colitis	Ruminococcaceae	7
syndrome	Ruminococcus	7
schistosomiasis	Salinisphaera japonica	7
cancer	Lactobacillus acidophilus	7
colitis	Lachnospiraceae	7
colitis	Enterobacteriales	7
arthritis	Prevotella	7
colitis	Lactobacillus brevis	7
bacterial vaginosis	Atopobium	7
celiac disease	Bacteroides dorei	7
pneumonia	Peptoclostridium difficile	7
atopic dermatitis	Lactobacillus reuteri	6
chronic fatigue syndrome	Enterobacteriales	6
chronic obstructive pulmonary disease	Streptococcus	6
brain disease	Bifidobacterium longum	6
hiatus hernia	Helicobacter pylori	6
hepatic encephalopathy	Bifidobacterium longum	6
cancer	Fusobacteriia	6
irritable bowel syndrome	Aeromonas	6
disease by infectious agent	Helicobacter pylori	6
campylobacteriosis	Campylobacter	6
colitis	Lactobacillus delbrueckii	6
syndrome	Coprococcus	6
metabolic syndrome X	Bacteroidia	6
diarrhea	Prevotella	6
cystic fibrosis	Bacteroides	6
autistic disorder	Clostridiales	6
inflammatory diarrhea	Salmonella	6
primary cutaneous amyloidosis	Lactobacillus	6
systemic inflammatory response syndrome	Bifidobacterium	6
syndrome	Streptococcus	6
chronic fatigue syndrome	Streptomyces aureus	6
arthritis	Yersinia	6
periodontitis	Bacteroidia	6
aortic valve stenosis	Gammaproteobacteria	6
hepatitis B	Haemophilus influenzae	6
periodontitis	Filifactor alocis	6
syndrome	Fusobacterium	6
cholera	Staphylococcus aureus	6
intestinal disease	Campylobacter jejuni	6
gonorrhea	Neisseria	6
arthritis	Salmonella	6
dermatitis	Clostridium perfringens	6
reactive arthritis	Salmonella	6
pharyngitis	Streptococcus pyogenes	6
metabolic syndrome X	Coprococcus	6
Klebsiella pneumonia	Enterobacter cloacae	6
allergic asthma	Helicobacter pylori	6
cholera	Bifidobacterium	6
obesity	Staphylococcus	6
colitis	[Clostridium] leptum	6
bacterial vaginosis	Lactobacillus crispatus	6
colitis	Escherichia coli Nissle 1917	6
hepatitis	Helicobacter	6
periodontitis	Campylobacter	6
dengue shock syndrome	unidentified plasmid	6
viral infectious disease	Wolbachia	6
hypersensitivity reaction type I disease	Bifidobacterium bifidum	6
rheumatic fever	Streptococcus	6
syndrome	Bifidobacterium	6
tuberculosis	Bacillus subtilis	6
celiac disease	Faecalibacterium prausnitzii	6
kidney disease	Helicobacter pylori	6
liver disease	Helicobacter pylori	6
bacterial vaginosis	Clostridiales	6
cholera	Shigella	6
pneumonia	Lactobacillus plantarum	6
gingivitis	Lactobacillus reuteri	6
group B streptococcal pneumonia	Firmicutes	6
glucose intolerance	Firmicutes	6
tuberculosis	Haemophilus influenzae	6
asthma	Clostridium	6
diarrhea	Bifidobacterium bifidum	6
irritable bowel syndrome	Candidatus Treponema suis	6
Klebsiella pneumonia	Enterococcus faecalis	6
Werner syndrome	Vibrio	6
gas gangrene	Clostridium perfringens	6
otitis media	Haemophilus influenzae	6
Huntingtons disease	unidentified plasmid	6
diarrhea	Clostridia	6
irritable bowel syndrome	Mycobacterium avium	6
cancer	Enterobacteriaceae	6
colitis	Candidatus Arthromitus sp. SFB-mouse	6
lung disease	Pseudomonas aeruginosa	6
cystic fibrosis	Bacteroides vulgatus	6
atopic dermatitis	Bifidobacterium animalis subsp. lactis	6
Alzheimers disease	Bacteroides	6
mycosis fungoides	Bacteroides	6
hypersensitivity reaction type I disease	Bacteroides fragilis	6
tuberculosis	Methylobacter bovis	6
aggressive periodontitis	Aggregatibacter actinomycetemcomitans	6
dermatitis	Bifidobacterium bifidum	6
chronic obstructive pulmonary disease	Streptococcus pneumoniae	6
obesity	Blautia	6
atherosclerosis	Helicobacter pylori	6
diarrhea	Bifidobacterium breve	6
chronic fatigue syndrome	Lactobacillus casei	6
