id	name	group	subset	obsolete
DOID:0050053	Rickettsia honei spotted fever	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050053	Rickettsia honei spotted fever	NA	tick-borne_infectious_disease	true
DOID:0050059	oropharyngeal anthrax	DOID:13386	gram-positive_bacterial_infectious_disease	false
DOID:0050059	oropharyngeal anthrax	DOID:13386	zoonotic_infectious_disease	false
DOID:0050061	erysipeloid	DOID:0050338	gram-positive_bacterial_infectious_disease	false
DOID:0050061	erysipeloid	DOID:0050338	zoonotic_infectious_disease	false
DOID:0050063	abortive plague	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050063	abortive plague	NA	zoonotic_infectious_disease	true
DOID:0050065	cutaneous listeriosis	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050065	cutaneous listeriosis	NA	zoonotic_infectious_disease	true
DOID:0050066	Listeria meningoencephalitis	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050066	Listeria meningoencephalitis	NA	zoonotic_infectious_disease	true
DOID:0050067	Listeria septicaemia	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050067	Listeria septicaemia	NA	zoonotic_infectious_disease	true
DOID:0050068	pestis minor	DOID:10773	gram-negative_bacterial_infectious_disease	false
DOID:0050068	pestis minor	DOID:10773	zoonotic_infectious_disease	false
DOID:0050069	Yersinia pestis infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050069	Yersinia pestis infectious disease	NA	zoonotic_infectious_disease	true
DOID:0050070	plague meningitis	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050070	plague meningitis	NA	zoonotic_infectious_disease	true
DOID:0050072	adiaspiromycosis	DOID:0050292	NA	false
DOID:0050073	invasive aspergillosis	DOID:13564	NA	false
DOID:0050074	tonsillar aspergillosis	NA	NA	true
DOID:0050075	pulmonary blastomycosis	NA	NA	true
DOID:0050078	cervix tuberculosis	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050079	niacin deficiency	NA	NA	true
DOID:0050080	iodine deficiency	NA	NA	true
DOID:0050082	hepatic Torque teno virus infectious disease	NA	NA	true
DOID:0050083	Keshan disease	DOID:5113	NA	false
DOID:0050084	obsolete rhinotracheitis	NA	NA	true
DOID:0050085	entomophthoromycosis	NA	NA	true
DOID:0050086	cutaneous mucormycosis	NA	NA	true
DOID:0050088	gastrointestinal mucormycosis	NA	NA	true
DOID:0050089	pulmonary mucormycosis	NA	NA	true
DOID:0050090	rhinocerebral mucormycosis	NA	NA	true
DOID:0050091	disseminated paracoccidioidomycosis	NA	NA	true
DOID:0050092	pulmonary paracoccidioidomycosis	NA	NA	true
DOID:0050093	disseminated sporotrichosis	NA	NA	true
DOID:0050094	lymphocutaneous sporotrichosis	NA	NA	true
DOID:0050095	pulmonary sporotrichosis	NA	NA	true
DOID:0050096	tinea barbae	DOID:8913	NA	false
DOID:0050097	ectothrix infectious disease	DOID:4337	NA	false
DOID:0050098	Microsporum audouinii tinea capitis	NA	NA	true
DOID:0050099	Microsporum canis tinea capitis	NA	NA	true
DOID:0050100	Microsporum distortum tinea capitis	NA	NA	true
DOID:0050101	Microsporum ferrugineum tinea capitis	NA	NA	true
DOID:0050102	Microsporum gypseum tinea capitis	NA	NA	true
DOID:0050103	Microsporum nanum tinea capitis	NA	NA	true
DOID:0050104	Trichophyton verrucosum tinea capitis	NA	NA	true
DOID:0050105	endothrix infectious disease	DOID:4337	NA	false
DOID:0050106	Trichophyton soudanense tinea capitis	NA	NA	true
DOID:0050107	Trichophyton tonsurans tinea capitis	NA	NA	true
DOID:0050108	Trichophyton violaceum tinea capitis	NA	NA	true
DOID:0050110	Trichophyton schoenleinii tinea capitis	NA	NA	true
DOID:0050111	Microsporum fulvum tinea capitis	NA	NA	true
DOID:0050112	Trichophyton megninii tinea capitis	NA	NA	true
DOID:0050113	Trichophyton equinum tinea capitis	NA	NA	true
DOID:0050115	Trichophyton yaoundei tinea capitis	NA	NA	true
DOID:0050116	tinea imbricata	DOID:12179	NA	false
DOID:0050117	disease by infectious agent	DOID:4	NCIthesaurus	false
DOID:0050118	La Crosse encephalitis	DOID:934	zoonotic_infectious_disease	false
DOID:0050119	West Nile virus neurological syndrome	NA	zoonotic_infectious_disease	true
DOID:0050120	hemophagocytic lymphohistiocytosis	DOID:75	DO_MGI_slim	false
DOID:0050120	hemophagocytic lymphohistiocytosis	DOID:75	NCIthesaurus	false
DOID:0050123	tuberculous encephalitis	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050125	dengue shock syndrome	DOID:12205	zoonotic_infectious_disease	false
DOID:0050126	Tahyna virus encephalitis	NA	zoonotic_infectious_disease	true
DOID:0050127	sinusitis	DOID:1352	NCIthesaurus	false
DOID:0050129	secretory diarrhea	DOID:13250	NA	false
DOID:0050130	osmotic diarrhea	DOID:13250	NA	false
DOID:0050131	motility-related diarrhea	DOID:13250	NA	false
DOID:0050132	inflammatory diarrhea	DOID:13250	NA	false
DOID:0050133	superficial mycosis	DOID:1564	NA	false
DOID:0050134	cutaneous mycosis	DOID:1564	NA	false
DOID:0050135	subcutaneous mycosis	DOID:1564	NA	false
DOID:0050136	systemic mycosis	DOID:1564	NA	false
DOID:0050138	podoconiosis	DOID:4976	NA	false
DOID:0050139	Opisthorchis felineus infectious disease	NA	NA	true
DOID:0050140	acute diarrhea	DOID:13250	NA	false
DOID:0050141	intestinal botulism	DOID:11976	NA	false
DOID:0050143	asymptomatic dengue	DOID:12205	zoonotic_infectious_disease	false
DOID:0050144	Kartagener syndrome	DOID:9562	NCIthesaurus	false
DOID:0050145	adenoiditis	DOID:974	NA	false
DOID:0050146	autoimmune glomerulonephritis	NA	NA	true
DOID:0050147	otomycosis	DOID:9463	NA	false
DOID:0050148	laryngotracheitis	DOID:974	NA	false
DOID:0050150	Pontiac fever	DOID:10458	gram-negative_bacterial_infectious_disease	false
DOID:0050151	tracheobronchial tuberculosis	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050152	aspiration pneumonia	DOID:874	NA	false
DOID:0050153	pulmonary aspergilloma	DOID:13564	NA	false
DOID:0050154	mycoplasmal pneumonia	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050155	sensory system disease	DOID:863	NA	false
DOID:0050156	idiopathic pulmonary fibrosis	DOID:2797	NCIthesaurus	false
DOID:0050157	cryptogenic organizing pneumonia	DOID:2797	NCIthesaurus	false
DOID:0050158	desquamative interstitial pneumonia	DOID:2797	NCIthesaurus	false
DOID:0050159	lymphoid interstitial pneumonia	DOID:2797	NA	false
DOID:0050160	inhalation anthrax	DOID:7427	gram-positive_bacterial_infectious_disease	false
DOID:0050160	inhalation anthrax	DOID:7427	zoonotic_infectious_disease	false
DOID:0050161	lower respiratory tract disease	DOID:1579	NA	false
DOID:0050162	influenza encephalopathy	NA	NA	true
DOID:0050163	influenza myocarditis	NA	NA	true
DOID:0050164	influenza myositis	NA	NA	true
DOID:0050165	tuberculous mesenteric gland	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050166	tuberculous salpingitis	DOID:2149	gram-positive_bacterial_infectious_disease	false
DOID:0050167	autoimmune polyendocrine syndrome type 1	DOID:14040	NA	false
DOID:0050168	autoimmune polyendocrine syndrome type 2	DOID:14040	NA	false
DOID:0050169	cutaneous lupus erythematosus	DOID:8857	NA	false
DOID:0050170	Jamestown Canyon encephalitis	NA	zoonotic_infectious_disease	true
DOID:0050171	snowshoe hare encephalitis	NA	zoonotic_infectious_disease	true
DOID:0050172	trivittatus encephalitis	NA	zoonotic_infectious_disease	true
DOID:0050173	inkoo encephalitis	NA	zoonotic_infectious_disease	true
DOID:0050174	Kunjin encephalitis	DOID:2365	NA	false
DOID:0050175	tick-borne encephalitis	DOID:934	tick-borne_infectious_disease	false
DOID:0050177	monogenic disease	DOID:630	NA	false
DOID:0050178	complex genetic disease	NA	NA	true
DOID:0050179	Powassan encephalitis	DOID:934	tick-borne_infectious_disease	false
DOID:0050180	Colorado tick fever encephalitis	NA	tick-borne_infectious_disease	true
DOID:0050181	Herpes simplex virus encephalitis	NA	NA	true
DOID:0050182	Varicella-zoster virus encephalitis	NA	NA	true
DOID:0050183	Epstein-Barr virus encephalitis	NA	NA	true
DOID:0050184	Measles virus encephalitis	NA	NA	true
DOID:0050185	erythema multiforme	DOID:37	NA	false
DOID:0050186	Cytomegalovirus encephalitis	NA	NA	true
DOID:0050187	Rubella virus encephalitis	NA	NA	true
DOID:0050188	coxsackievirus encephalitis	NA	NA	true
DOID:0050189	polioencephalitis	NA	NA	true
DOID:0050190	adenovirus encephalitis	NA	NA	true
DOID:0050191	influenza virus encephalitis	NA	NA	true
DOID:0050192	Nipah virus encephalitis	NA	zoonotic_infectious_disease	true
DOID:0050193	Lymphocytic choriomeningitis virus encephalitis	NA	zoonotic_infectious_disease	true
DOID:0050194	Argentine hemorrhagic fever	DOID:934	zoonotic_infectious_disease	false
DOID:0050195	Bolivian hemorrhagic fever	DOID:934	zoonotic_infectious_disease	false
DOID:0050196	Venezuelan hemorrhagic fever	DOID:934	zoonotic_infectious_disease	false
DOID:0050197	Brazilian hemorrhagic fever	DOID:934	zoonotic_infectious_disease	false
DOID:0050198	Chapare hemorrhagic fever	DOID:934	zoonotic_infectious_disease	false
DOID:0050199	Whitewater Arroyo hemorrhagic fever	DOID:934	zoonotic_infectious_disease	false
DOID:0050200	Korean hemorrhagic fever	DOID:11266	zoonotic_infectious_disease	false
DOID:0050201	nephropathia epidemica	DOID:11266	zoonotic_infectious_disease	false
DOID:0050202	lujo hemorrhagic fever	DOID:934	zoonotic_infectious_disease	false
DOID:0050203	Cytomegalovirus hepatitis	NA	NA	true
DOID:0050204	Epstein-Barr virus hepatitis	DOID:1884	NA	false
DOID:0050205	Herpes simplex virus hepatitis	NA	NA	true
DOID:0050206	adenovirus hepatitis	NA	NA	true
DOID:0050207	Rubella virus hepatitis	NA	NA	true
DOID:0050208	yellow fever hepatitis	NA	zoonotic_infectious_disease	true
DOID:0050209	Measles virus hepatitis	NA	NA	true
DOID:0050210	Varicella-zoster virus hepatitis	NA	NA	true
DOID:0050211	swine influenza	DOID:8469	zoonotic_infectious_disease	false
DOID:0050212	Campylobacter jejuni gastroenteritis	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050212	Campylobacter jejuni gastroenteritis	NA	zoonotic_infectious_disease	true
DOID:0050213	Vibrio gastroenteritis	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050214	Lambert-Eaton myasthenic syndrome	DOID:439	NA	false
DOID:0050215	Staphylococcus gastroenteritis	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050216	Bacillus cereus gastroenteritis	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050217	Sapovirus gastroenteritis	NA	NA	true
DOID:0050218	polycystic echinococcosis	DOID:1496	NA	false
DOID:0050219	Hepeviridae infectious disease	NA	NA	true
DOID:0050220	Coxiella burnetii pneumonia	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050220	Coxiella burnetii pneumonia	NA	zoonotic_infectious_disease	true
DOID:0050221	Coxiella burnetii hepatitis	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050221	Coxiella burnetii hepatitis	NA	zoonotic_infectious_disease	true
DOID:0050222	selective IgM deficiency disease	DOID:11702	NA	false
DOID:0050223	candidal gastritis	NA	NA	true
DOID:0050224	Helicobacter heilmannii infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050225	Histoplasma capsulatum gastritis	NA	NA	true
DOID:0050226	Morganella morganii intestinal infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050227	Vibrio cholerae O139 cholera	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050228	amebic dysentery	NA	NA	true
DOID:0050229	Escherichia coli dysentery	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050230	intestinal capillariasis	NA	NA	true
DOID:0050231	hepatic capillariasis	NA	NA	true
DOID:0050232	pulmonary capillariasis	NA	NA	true
DOID:0050233	Balamuthia mandrillaris infectious disease	NA	NA	true
DOID:0050234	Acanthamoeba infectious disease	NA	NA	true
DOID:0050235	Alveolata infectious disease	NA	NA	true
DOID:0050236	Heterolobosea infectious disease	NA	NA	true
DOID:0050237	Euglenozoa infectious disease	NA	NA	true
DOID:0050238	Parabasalia infectious disease	NA	NA	true
DOID:0050239	Fornicata infectious disease	NA	NA	true
DOID:0050240	Trichomonadida infectious disease	NA	NA	true
DOID:0050241	Tritrichomonadida infectious disease	NA	NA	true
DOID:0050242	primary amebic meningoencephalitis	DOID:2789	NA	false
DOID:0050243	Apicomplexa infectious disease	NA	NA	true
DOID:0050244	Coccidia infectious disease	NA	NA	true
DOID:0050245	Aconoidasida infectious disease	NA	NA	true
DOID:0050246	granulomatous amebic encephalitis	DOID:2789	NA	false
DOID:0050247	parasitic stramenopiles infectious disease	NA	NA	true
DOID:0050249	Brugia timori filariasis	NA	zoonotic_infectious_disease	true
DOID:0050250	philophthalmiasis	DOID:883	NA	false
DOID:0050251	coenurosis	DOID:883	NA	false
DOID:0050252	Dipylidium caninum infectious disease	NA	NA	true
DOID:0050253	mesocestoidiasis	DOID:883	NA	false
DOID:0050254	acanthocephaliasis	DOID:883	NA	false
DOID:0050255	Uncinaria stenocephala infectious disease	NA	NA	true
DOID:0050256	angiostrongyliasis	DOID:883	NA	false
DOID:0050257	Angiostrongylus cantonensis infectious disease	NA	NA	true
DOID:0050258	Angiostrongylus costaricensis infectious disease	NA	NA	true
DOID:0050259	baylisascariasis	DOID:883	NA	false
DOID:0050260	dioctophymiasis	DOID:883	NA	false
DOID:0050261	thelaziasis	DOID:883	NA	false
DOID:0050262	Acoelomata infectious disease	NA	NA	true
DOID:0050263	Pseudocoelomata infectious disease	NA	NA	true
DOID:0050264	Acanthocephala infectious disease	NA	NA	true
DOID:0050265	tick paralysis	NA	NA	true
DOID:0050266	tungiasis	DOID:4110	NA	false
DOID:0050267	Ancylostoma caninum ancylostomiasis	NA	NA	true
DOID:0050268	ophthalmomyiasis	DOID:11080	NA	false
DOID:0050269	Trichomonas vaginalis trichomoniasis	NA	NA	true
DOID:0050270	Trichomonas tenax trichomoniasis	NA	NA	true
DOID:0050271	cutaneous ascomycota mycosis	NA	NA	true
DOID:0050272	cutaneous basidiomycota mycosis	NA	NA	true
DOID:0050273	Neoscytalidium dimidiatum infectious disease	NA	NA	true
DOID:0050274	Scopulariopsis infectious disease	NA	NA	true
DOID:0050275	onychomycosis	NA	NA	true
DOID:0050276	subcutaneous ascomycota mycosis	NA	NA	true
DOID:0050277	subcutaneous fungi incertae sedis mycosis	NA	NA	true
DOID:0050278	basidiobolomycosis	DOID:0050135	NA	false
DOID:0050279	conidiobolomycosis	DOID:0050135	NA	false
DOID:0050280	superficial ascomycota mycosis	NA	NA	true
DOID:0050281	superficial basidiomycota mycosis	NA	NA	true
DOID:0050282	primary systemic ascomycota mycosis	NA	NA	true
DOID:0050283	Stachybotrys infectious disease	NA	NA	true
DOID:0050284	opportunistic ascomycota mycosis	NA	NA	true
DOID:0050285	opportunistic basidiomycota mycosis	NA	NA	true
DOID:0050286	opportunistic fungi incertae sedis mycosis	NA	NA	true
DOID:0050287	opportunistic microsporidia mycosis	NA	NA	true
DOID:0050288	penicilliosis	DOID:2473	NA	false
DOID:0050289	fusariosis	DOID:2473	NA	false
DOID:0050290	trichosporonosis	DOID:2473	NA	false
DOID:0050291	parasitic Ichthyosporea infectious disease	DOID:1398	NA	false
DOID:0050292	primary systemic mycosis	DOID:0050136	NA	false
DOID:0050293	Scopulariopsis brevicaulis infectious disease	NA	NA	true
DOID:0050294	Scytalidium hyalinum infectious disease	NA	NA	true
DOID:0050295	cutaneous sporotrichosis	NA	NA	true
DOID:0050296	Asfarviridae infectious disease	NA	NA	true
DOID:0050297	primary Francisellaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050298	adenovirus infectious disease	NA	NA	true
DOID:0050299	Simplexvirus infectious disease	NA	NA	true
DOID:0050300	Deltavirus infectious disease	NA	NA	true
DOID:0050301	Polyomaviridae infectious disease	NA	NA	true
DOID:0050302	Varicellovirus infectious disease	NA	NA	true
DOID:0050303	Hepacivirus infectious disease	NA	NA	true
DOID:0050304	aniseikonia	DOID:9835	NA	false
DOID:0050305	Arteriviridae infectious disease	NA	NA	true
DOID:0050306	familial abdominal aortic aneurysm	NA	NA	true
DOID:0050307	Bornaviridae infectious disease	NA	NA	true
DOID:0050308	Alkhurma hemorrhagic fever	DOID:11320	tick-borne_infectious_disease	false
DOID:0050308	Alkhurma hemorrhagic fever	DOID:11320	zoonotic_infectious_disease	false
DOID:0050309	Measles virus infectious disease	NA	NA	true
DOID:0050310	primary Listeriaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050311	primary Helicobacteraceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050312	primary Campylobacteraceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050313	primary Brucellaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050314	primary Erysipelotrichaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050315	commensal Clostridiaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050316	commensal Staphylococcaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050317	commensal Streptococcaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050318	primary Burkholderiaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050319	primary Legionellaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050320	commensal Alcaligenaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050321	opportunistic Pseudomonadaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050322	primary Vibrionaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050323	primary Coxiellaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050324	physical disorder OBSOLETED TERM	NA	NA	true
DOID:0050325	genetic disorder	NA	NA	true
DOID:0050327	peripheral dysostosis	NA	NA	true
DOID:0050328	congenital hypothyroidism	DOID:1459	DO_MGI_slim	false
DOID:0050329	mental disorder	NA	NA	true
DOID:0050331	LADD syndrome	DOID:0050736	NA	false
DOID:0050332	enlarged vestibular aqueduct	DOID:2742	NA	false
DOID:0050333	congenital anosmia	NA	NA	true
DOID:0050334	thiourea tasting	NA	NA	true
DOID:0050335	bradyopsia	DOID:5679	NA	false
DOID:0050336	hypophosphatemia	DOID:2485	NA	false
DOID:0050337	Burkholderia cepacia infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050338	primary bacterial infectious disease	DOID:104	NA	false
DOID:0050339	commensal bacterial infectious disease	DOID:104	NA	false
DOID:0050340	opportunistic bacterial infectious disease	DOID:104	NA	false
DOID:0050341	opportunistic Actinomycetales infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050342	commensal Actinomycetales infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050343	Gardnerella vaginalis vaginosis	NA	NA	true
DOID:0050344	commensal Bifidobacteriaceae infectious disease	NA	NA	true
DOID:0050345	primary Thermomonosporaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050346	primary Corynebacteriaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050347	primary Mycobacteriaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050348	primary Streptomycetaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050349	opportunistic Nocardiaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050350	primary Clostridiaceae infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050351	primary Clostridium infectious disease	NA	gram-positive_bacterial_infectious_disease	true
DOID:0050352	foodborne botulism	DOID:11976	GOLD	false
DOID:0050352	foodborne botulism	DOID:11976	gram-positive_bacterial_infectious_disease	false
DOID:0050353	wound botulism	DOID:11976	gram-positive_bacterial_infectious_disease	false
DOID:0050354	infant botulism	DOID:11976	gram-positive_bacterial_infectious_disease	false
DOID:0050355	opportunistic Burkholderiaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050357	Burkholderia cenocepacia infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050358	commensal Chlamydiaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050359	Bilophila wadsworthia necrotizing fasciitis	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050360	commensal Enterobacteriaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050361	opportunistic Enterobacteriaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050362	Elizabethkingia meningoseptica infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050363	Capnocytophaga canimorsus infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050363	Capnocytophaga canimorsus infectious disease	NA	zoonotic_infectious_disease	true
DOID:0050364	opportunistic Flavobacteriaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050365	Chryseobacterium indologenes infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050366	Empedobacter brevis endophthalmitis	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050367	Myroides odoratus necrotizing fasciitis	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050368	commensal Fusobacteriaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050369	primary Mycoplasmataceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050370	commensal Neisseriaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050371	commensal Pasteurellaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050372	commensal Haemophilus infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050373	Leptospiraceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050374	Spirochaetaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050375	primary Spirillaceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050376	anaplasmosis	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050377	Burkholderia cepacia complex infectious disease	NA	NA	true
DOID:0050378	opportunistic Campylobacteraceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050379	Campylobacter fetus infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050380	Campylobacter coli infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050380	Campylobacter coli infectious disease	NA	zoonotic_infectious_disease	true
DOID:0050381	Chlamydia trachomatis epididymitis	NA	NA	true
DOID:0050382	glandular tularemia	DOID:2123	NA	false
DOID:0050383	typhoidal tularemia	DOID:2123	NA	false
DOID:0050384	commensal Helicobacteraceae infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050385	commensal Helicobacter infectious disease	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050386	Acinetobacter baumannii pneumonia	NA	GOLD	true
DOID:0050386	Acinetobacter baumannii pneumonia	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050387	nonpapillary renal cell carcinoma	DOID:4455	NA	false
DOID:0050388	Bacteroides fragilis peritonitis	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050389	Capnocytophaga canimorsus meningitis	NA	gram-negative_bacterial_infectious_disease	true
DOID:0050389	Capnocytophaga canimorsus meningitis	NA	zoonotic_infectious_disease	true
DOID:0050390	Capnocytophaga canimorsus endocarditis	NA	gram-negative_bacterial_infectious_disease	true
